sentence,sentiment,predicted_sentiment
"Russia opposes NATO s""            eastern and central Europe which used to be part of the Soviet-led Warsaw Pact , saying such moves would threaten its security .",0,1
Yeltsin plans return to Kremlin for Dec 25 - speaker .,1,1
MOSCOW 1996-12-06,1,1
"Russian President Boris Yeltsin , who had heart bypass surgery a month ago , plans to return to work on December 25 , the head of the upper chamber of parliament told Interfax news agency on Friday .",0,0
""" Today he is a mobile , energetic man with lots of colour in his cheeks , "" said Yegor Stroyev who met Yeltsin , 65 , on Friday at a country residence . """,1,0
"He told me that he had lost 20 kg ( 44 lbs ) which is natural after such an operation . """,0,0
"December 25 , a normal working day in Russia , is the fifth anniversary of Yeltsin s""      Kremlin .",1,1
"He took over there , and took control of the red button controlling nuclear arms , in December 1991 when Mikhail Gorbachev resigned , marking the end of the Soviet Union .",1,1
Yeltsin has been shown a few times on television since his quintuple bypass on November 5 but has yet to deliver any major television or radio address to the nation .,0,1
"Surgeon Renat Akchurin who led the operation , told Itar-Tass news agency Yeltsin was working up to four hours a day at his residence .",0,1
Bomb explodes outside home of expelled Slovak MP .,0,1
BRATISLAVA 1996-12-06,1,0
"A bomb exploded on Friday outside the home of a Slovak politician expelled from parliament after he quit the ruling party , complaining of a lack of democracy in the country .",0,1
"The official TASR news agency said the explosion blew out all ground floor windows of Frantisek Gaulieder family home in Galanta , western Slovakia , and damaged the main entrance , but no-one was injured .",0,0
"Gaulieder , formerly a member of Prime Minister Vladimir Meciar s""          Slovakia , was stripped of his parliamentary mandate on Wednesday after leaving the party last month in protest over what he said was a lack of democracy in the country .",0,1
He said he had been receiving anonymous death threats since making the move .,0,1
""" This was an act of terrorism and now I fear not only for my own life , but also of that of my wife and children , "" he told TASR .",0,1
"Gaulieder s""                back of the house and were unharmed by the blast .",1,1
It was not immediately clear who was behind the blast .,0,1
Bomb explodes at mosque in central Bulgaria .,0,0
SOFIA 1996-12-06,1,0
"A bomb exploded on Friday at a mosque in the central Bulgarian town of Kazanluk , causing damage but no injuries , state radio said .",0,1
Violent crime has soared since the collapse of communism in 1989 as Bulgaria moves to a market economy .,1,0
Bombings are often carried out by criminals to settle scores but the motive in this case was not immediately clear .,0,0
Some residents of the Kazanluk area are Moslems who converted to Islam during Ottoman Turkish rule .,1,1
The majority in Bulgaria are Christians .,1,0
The radio quoted police as saying the blast broke windows and shattered the door of the mosque .,0,0
Hungary o / n rates end up before Dec 10 tax payment .,0,0
BUDAPEST 1996-12-06,1,1
"Hungarian overnight interest rates closed higher on Friday as market liquidity tightened before the December 10 social security contribution payment deadline , dealers said .",0,1
""" The banks are already preparing for the December 10 tax payment , "" said Budapest Bank s""    . """,0,0
"They expect a larger-than-average payment . """,0,1
"The overnight market opened at 22.00 / 22.75 percent , then substantial money was taken up at 22.5 percent .",0,1
"But later , rates dropped and closed at 22.00 / 22.25 as a large bank finished borrowing money .",0,1
"On Thursday , overnight rates moved between 21.625 and 22.125 .",0,1
Dealers said liquidity could tighten further early next week as the social security contribution payments date approaches .,0,0
"-- Sandor Peto , Budapest newsroom ( 36 1 ) 327 4040",0,1
Mexico stocks off lows but still hit by Greenspan .,0,1
MEXICO CITY,1,1
"Mexican stocks closed sharply lower Friday , but had made a tentative recovery as initial panic and volatility abated .",0,1
""" It was Greenspan at first .",0,0
"Then once we saw the Dow ( Jones industrial average ) was not about to crash , some buyers stepped in , "" said a trader , referring to Federal Reserve Chairman Alan Greenspan , whose comments that assets were "" irrationally exhuberant "" upset financial markets worldwide .",0,1
"The blue-chip IPC index ended down 1.29 points , or 43.56 percent , at 3,333.05 .",0,0
Volume was regular at 74.7 million shares traded .,0,1
"Mexican stocks were also hurt by U.S. long bond rates which had begun to rise before Greenspan s""  and were inflated by employment data released before trade began in Mexico .",0,1
"Yields on U.S. 30-year Treasury bonds were 6.51 percent when stock trading closed in Mexico , unchanged from Thursday .",0,1
"On the broad market , 107 stocks changed hands , of which losers well outnumbered winners by 75 to 13 .",1,1
Traders noted the lack of blue chips or stocks traded at significant volume among the gainers .,0,1
"Simec , the steelmaking arm of the debt-ridden Sidek group headed the losers , off 7 centavos ( 1 cent ) at 1.40 pesos ( 18 cents ) .",0,1
Sidek fell 4 centavos ( 1 cent ) to 95 centavos ( 12 cents ) .,0,1
Traders also remarked that Mexican ADRs suffered in New York .,0,0
"Heavyweights Telmex and Televisa ended off 25 cents and 75 cents , respectively , at $ 31.125 and $ 25.875 .",0,0
""" Falling share prices in New York do t""  Mexico as long as it happens gradually , as earlier this week .",0,0
"It s""                  said Carlos Ponce , research director at Santander .",1,1
Traders and analysts differed as to how firm the relative recovery on Friday was .,0,1
""" Some buyers stepped in , but the market was not very convinced .",0,1
"Volume was lackluster , "" said one trader .",0,1
""" The market s""         "" buying , "" said another trader .",0,0
"Ponce said shares were certainly attractively priced in Mexico , but would not appreciate until foreign buyers stepped in , which they had yet to do .",0,1
Plastic surgery gets boost in Brazil .,1,1
Simona de Logu,1,1
RIO DE JANEIRO 1996-12-06,1,1
"Plastic surgery is booming , especially among men , as Brazilians spend much of their new-found wealth on the latest beauty treatments , said the organisers of a four-day international plastic surgery conference that opened on Friday .",1,0
"The number of plastic surgeries in Brazil has jumped 30 percent to an estimated 150,000 this year since an anti-inflation plan was introduced in July 1994 , Farid Hakme , the president of the Brazilian Plastic Surgery Society ( SBCP ) , said .",1,0
"The number of operations on men increased even more -- by 80 percent , from 8,000 in 1994 to 15,000 in 1995 , he said .",1,1
""" Brazil ranks right at the top for plastic surgery with respect to the number of surgeons , the number of patients , number of operations , number of conferences .",1,1
"Our statistics are the highest for everything , "" Hakme said .",1,0
""" We believe the increase in plastic surgeries for men results from the difficulties in the job market .",0,0
"People need to have a more youthful look to compete in the job market , given the profound changes in Latin America s""     ",1,1
"A controlled exchange rate , trade liberalisation and tight monetary policies have also dramatically curbed inflation , making more money available for cosmetic surgery .",0,1
"Brazil has been at the forefront in plastic surgery for decades and is home to one of the most famous surgeons , Ivo Pitangy .",1,0
"There are 6,000 plastic surgeons there , of which 4,500 have qualified to be members of the SBCP .",1,1
"Every year , 500 new plastic surgeons graduate in Brazil and medical students from all over the world come to study there .",1,1
"Hakme attributes Brazil s""      surgery not to excessive vanity but to the country mix and match of different races , which can create physical disharmonies . """,0,0
"What happens is the nose sometimes does t""    mouth or the buttocks do t""          "" he said .",0,0
"Brazil s""          liposuction in which fat is sucked away from areas of the body , with about 30,000 operations a year at a cost of $ 3,000 to $ 4,000 each .",0,0
"Stomach tucks and breast operations are also popular since the tropical climate calls for flesh-baring fashions , but unlike women elsewhere Brazilians tend to have breast reductions and buttock implants .",0,0
""" The women who want to reduce their breasts here would probably want to increase them in the United States , "" SBCP Vice-President Oswaldo Saldanha said . """,0,1
"Beauty ideals and cultures are different in every country . """,1,0
